KNOWN VARIABLE VALUES
Porosity,Permeability
0.1,1e-14

KNOWN WELL PARAMETERS
Initial Pressure,Initial X,Layer Thickness,Action Well Radius,Rock Specific Heat,Rock Heat Conductivity,Rock Density,Rock Compressibility
4000000.0,225.0,100.0,0.1,1000.0,2.5,2500.0,0.0

GRID INFORMATION
Number of Grid Blocks,Number of Constant Sized Blocks,Constant Block Size,Block Growth Factor
100,20,0.01,1.2

PUMP INFORMATION
Pumping Scheme,Number of Pump Times,Deliverability,Production Index,Cutoff Pressure
Measured Flows,3,0,0.0,0.0

Time [s],Mass Flowrate [kg/s]
0.0,-8.0
21600.0,-5.0
43200.0,0.0

OBSERVATION POINT 1
Property Observed,Radial Location [m],Number of Observations,Error Standard Deviation
Pressure,0.1,200,25000

Time [s],Observation
62086.43216080402,3933031.790804023
62520.60301507538,3978298.051840022
62954.77386934674,3942909.492284678
63388.94472361809,3896901.8527874616
63823.115577889446,3949213.184598327
64257.28643216081,3888590.7826387356
64691.45728643217,3911112.165993168
65125.62814070352,3921947.626878673
65559.79899497487,3967883.701943265
65993.96984924623,3906533.940258135
66428.1407035176,3905287.4514805493
66862.31155778895,3924506.158923675
67296.4824120603,3910992.640977004
67730.65326633166,3957046.424790284
68164.82412060302,3901966.0945775
68598.99497487437,3900986.769710153
69033.16582914573,3919654.17425987
69467.33668341709,3918828.35602052
69901.50753768845,3980928.6154318335
70335.67839195981,3956799.5889158314
70769.84924623116,3935648.0389874717
71204.02010050252,3903069.5672704624
71638.19095477388,3956062.9602472303
72072.36180904522,3910009.2933481876
72506.53266331658,3896834.1034421534
72940.70351758794,3966564.6450506337
73374.8743718593,3945104.7134797447
73809.04522613066,3960951.421623672
74243.21608040201,3946274.1029379065
74677.38693467337,3960434.377134566
75111.55778894473,3922821.363921262
75545.72864321608,3913651.996677498
75979.89949748744,3957579.4332010783
76414.0703517588,3920515.740203834
76848.24120603016,3923894.492896919
77282.41206030152,3930304.433532426
77716.58291457286,3942752.4018540313
78150.75376884422,3933826.440439228
78584.92462311558,3908460.317221635
79019.09547738693,3927419.526403011
79453.26633165829,3887899.415950514
79887.43718592965,3960411.538213023
80321.60804020101,3904494.707528208
80755.77889447237,3917512.7880297424
81189.94974874372,3947193.5746866516
81624.12060301508,3927575.920384077
82058.29145728644,3985732.115568614
82492.46231155779,3914384.3336570533
82926.63316582915,3954244.21241606
83360.8040201005,3946881.7898187796
83794.97487437187,3918704.6187421884
84229.14572864323,3961872.6594826267
84663.31658291457,3944663.965218759
85097.48743718593,3968895.4358089673
85531.6582914573,3970563.2865110137
85965.82914572864,4004812.9152040244
86400.0,3984246.5315312957

OBSERVATION POINT 2
Property Observed,Radial Location [m],Number of Observations,Error Standard Deviation
Pressure,5.0,200,25000

Time [s],Observation
0.0,3990659.6411987715
434.1708542713568,3669393.7970958403
868.3417085427136,3640882.968250603
1302.5125628140704,3592802.2587494887
1736.6834170854272,3566366.6678099656
2170.854271356784,3489013.4493718063
2605.025125628141,3512623.465396881
3039.1959798994976,3480325.6128149317
3473.3668341708544,3493681.246610473
3907.537688442211,3473150.3764505354
4341.708542713568,3488839.721125554
4775.879396984925,3464948.748464996
5210.050251256282,3468702.1845598654
5644.221105527638,3429544.277016592
6078.391959798995,3410543.217133784
6512.562814070352,3417636.7115880786
6946.733668341709,3421571.9396005734
7380.904522613066,3425954.385060595
7815.075376884422,3468207.542407211
8249.24623115578,3404952.818196145
8683.417085427136,3377072.1353286933
9117.587939698493,3387975.0491713076
9551.75879396985,3380683.1590650245
9985.929648241206,3400471.5178120825
10420.100502512563,3345362.6789247817
10854.27135678392,3382163.557265211
11288.442211055277,3380890.5441190694
11722.613065326634,3379311.5649941238
12156.78391959799,3354960.01296861
12590.954773869347,3360806.938324442
13025.125628140704,3327662.8086132696
13459.29648241206,3348179.9252132685
13893.467336683418,3343992.9379086136
14327.638190954774,3365411.1490304084
14761.809045226131,3322876.7090098704
15195.979899497488,3369216.7198155806
15630.150753768845,3384663.064884887
16064.321608040202,3291953.414378814
16498.49246231156,3352648.8120342596
16932.663316582915,3356594.7988467915
17366.834170854272,3321007.3758428493
17801.00502512563,3324807.4592531323
18235.175879396986,3329275.793515781
18669.346733668342,3322935.437492898
19103.5175879397,3320533.6836324157
19537.688442211056,3283878.757590056
19971.859296482413,3353412.1143176598
20406.03015075377,3349592.3707162333
20840.201005025127,3299761.5324969557
21274.371859296483,3281341.212819363
21708.54271356784,3405610.2793193324
22142.713567839197,3429337.086645172
22576.884422110554,3465549.296858243
23011.05527638191,3464623.827225691
23445.226130653267,3497585.8751804815
23879.396984924624,3503232.890629852
24313.56783919598,3471631.940951384
24747.738693467338,3458507.4493642333
25181.909547738695,3456359.2806293196
25616.08040201005,3514273.8322678655
26050.251256281408,3470796.7555654454
26484.422110552765,3489789.550031986
26918.59296482412,3489009.8501194697
27352.76381909548,3504040.9519381584
27786.934673366835,3457479.538216641
28221.105527638192,3512189.5425676615
28655.27638190955,3521483.7810164285
29089.447236180906,3511169.75875039
29523.618090452263,3501672.601315561
29957.78894472362,3512521.7706005056
30391.959798994976,3520597.157993127
30826.130653266333,3440730.7614121903
31260.30150753769,3560679.5501072425
31694.472361809047,3521327.6212639553
32128.643216080403,3495167.907236483
32562.81407035176,3501955.548514937
32996.98492462312,3524472.5189810707
33431.15577889448,3509142.347731835
33865.32663316583,3460770.443181098
34299.497487437184,3564417.5389707247
34733.668341708544,3509401.0815162463
35167.839195979905,3537996.630508694
35602.01005025126,3494643.615365049
36036.18090452261,3550969.6827415195
36470.35175879397,3519271.865165528
36904.52261306533,3527342.620630178
37338.693467336685,3485389.7521193936
37772.86432160804,3542358.894320981
38207.0351758794,3529038.1175121786
38641.20603015076,3544379.4210737697
39075.37688442211,3495397.6465188656
39509.547738693465,3498953.974683852
39943.718592964826,3569239.779544438
40377.889447236186,3483949.3776308727
40812.06030150754,3507138.020082611
41246.23115577889,3539143.3379686433
41680.40201005025,3512647.681017788
42114.57286432161,3524713.1608946016
42548.74371859297,3499641.5150727932
42982.91457286432,3518888.0348253213
43417.08542713568,3640496.4654892436
43851.25628140704,3776698.2072428847
44285.427135678394,3760274.0800431846
44719.59798994975,3764849.285708005
45153.76884422111,3813169.84771084
45587.93969849247,3795757.9060715092
46022.11055276382,3782982.4289112054
46456.281407035174,3790681.5657360107
46890.452261306535,3849313.2780250967
47324.623115577895,3833934.601821558
47758.79396984925,3840157.0482568326
48192.9648241206,3875844.7868518373
48627.13567839196,3824663.18377779
49061.30653266332,3838903.615284728
49495.477386934675,3851546.7812069072
49929.64824120603,3867285.193513284
50363.81909547739,3867199.176846812
50797.98994974875,3864158.9596474823
51232.1608040201,3872816.4078920227
51666.331658291456,3874446.554939212
52100.502512562816,3861585.9435921237
