100,0.0006158351898193359
350,0.00014710426330566406
600,0.00033402442932128906
850,0.00015616416931152344
1100,0.00012087821960449219
1350,0.0001850128173828125
1600,0.00014710426330566406
1850,0.0011301040649414062
2100,0.00026988983154296875
2350,0.0004916191101074219
2600,0.0003039836883544922
2850,0.00021195411682128906
3100,0.00026488304138183594
3350,0.0003268718719482422
3600,0.0007641315460205078
3850,0.0014121532440185547
4100,0.0009920597076416016
4350,0.00032210350036621094
4600,0.0005030632019042969
4850,0.0005319118499755859
5100,0.0004961490631103516
5350,0.0006601810455322266
5600,0.0005097389221191406
5850,0.0004410743713378906
6100,0.0014102458953857422
6350,0.0004949569702148438
6600,0.0031189918518066406
6850,0.0007638931274414062
7100,0.0008308887481689453
7350,0.0008480548858642578
7600,0.0007939338684082031
7850,0.07618832588195801
8100,0.0008721351623535156
8350,0.0012600421905517578
8600,0.0020461082458496094
8850,0.0010528564453125
9100,0.0010328292846679688
9350,0.0011010169982910156
9600,0.006571054458618164
9850,0.0034029483795166016
